TRAIN,gs://research-pill/dataset_numbers/images/1433oval.png,0,0.6030871003307607,0.6815642458100558,,,0.6835722160970231,0.8477653631284916,,
TEST,gs://research-pill/dataset_numbers/images/1433oval.png,0,0.4862183020948181,0.6801675977653632,,,0.5733186328555678,0.8449720670391061,,
TRAIN,gs://research-pill/dataset_numbers/images/0609round.png,0,0.3809034907597536,0.540765391014975,,,0.4342915811088296,0.670549084858569,,
TRAIN,gs://research-pill/dataset_numbers/images/0007diamond.png,0,0.8675564681724846,0.5933456561922366,,,0.9250513347022588,0.7412199630314233,,
TEST,gs://research-pill/dataset_numbers/images/0007diamond.png,0,0.8049281314168378,0.609981515711645,,,0.8572895277207392,0.7430683918669131,,
TRAIN,gs://research-pill/dataset_numbers/images/0324oval.png,0,0.6037735849056604,0.6675977653631285,,,0.6792452830188679,0.8463687150837989,,
TEST,gs://research-pill/dataset_numbers/images/0324oval.png,0,0.4872364039955605,0.6634078212290503,,,0.5704772475027747,0.8449720670391061,,
TRAIN,gs://research-pill/dataset_numbers/images/0013rectangle.png,0,0.43736263736263736,0.6047486033519553,,,0.5945054945054945,0.8868715083798883,,
TRAIN,gs://research-pill/dataset_numbers/images/0501oval.png,0,0.5651105651105651,0.1634078212290503,,,0.683046683046683,0.3463687150837989,,
TRAIN,gs://research-pill/dataset_numbers/images/0302capsule.png,0,0.6344969199178645,0.18435754189944134,,,0.6776180698151951,0.29329608938547486,,
TEST,gs://research-pill/dataset_numbers/images/0302capsule.png,0,0.5893223819301848,0.18156424581005587,,,0.63347022587269,0.2905027932960894,,
TRAIN,gs://research-pill/dataset_numbers/images/0993round.png,0,0.580082135523614,0.4858569051580699,,,0.6919917864476386,0.7204658901830283,,
TRAIN,gs://research-pill/dataset_numbers/images/0257capsule.png,0,0.702513966480447,0.7135523613963038,,,0.7849162011173184,0.8100616016427105,,
TEST,gs://research-pill/dataset_numbers/images/0257capsule.png,0,0.6438547486033519,0.3336755646817248,,,0.7248603351955307,0.42915811088295686,,
TEST,gs://research-pill/dataset_numbers/images/0257capsule.png,0,0.5782122905027933,0.33572895277207393,,,0.6424581005586593,0.42813141683778233,,
TRAIN,gs://research-pill/dataset_numbers/images/0058capsule.png,0,0.6827515400410678,0.2164804469273743,,,0.7299794661190965,0.3198324022346369,,
TRAIN,gs://research-pill/dataset_numbers/images/0009tear.png,0,0.47416020671834624,0.17737430167597765,,,0.5839793281653747,0.33798882681564246,,
TRAIN,gs://research-pill/dataset_numbers/images/0051oval.png,0,0.531812725090036,0.17458100558659218,,,0.5846338535414166,0.26536312849162014,,
TEST,gs://research-pill/dataset_numbers/images/0051oval.png,0,0.4837935174069628,0.17597765363128492,,,0.5210084033613446,0.2611731843575419,,
TEST,gs://research-pill/dataset_numbers/images/0051oval.png,0,0.42737094837935174,0.17458100558659218,,,0.46938775510204084,0.2639664804469274,,
TRAIN,gs://research-pill/dataset_numbers/images/0534capsule.png,0,0.6560574948665298,0.3058659217877095,,,0.7073921971252567,0.39106145251396646,,
TRAIN,gs://research-pill/dataset_numbers/images/0686oval.png,0,0.6072727272727273,0.6857541899441341,,,0.7054545454545454,0.8379888268156425,,
TRAIN,gs://research-pill/dataset_numbers/images/0085capsule.png,0,0.8449720670391061,0.5708418891170431,,,0.9259776536312849,0.7073921971252567,,
TRAIN,gs://research-pill/dataset_numbers/images/1052oval.png,0,0.6849474912485414,0.1787709497206704,,,0.7724620770128354,0.3240223463687151,,
TEST,gs://research-pill/dataset_numbers/images/1052oval.png,0,0.5904317386231038,0.17458100558659218,,,0.6721120186697783,0.3198324022346369,,
TRAIN,gs://research-pill/dataset_numbers/images/0012triangle.png,0,0.6981519507186859,0.5721561969439728,,,0.7833675564681725,0.799660441426146,,
TRAIN,gs://research-pill/dataset_numbers/images/0231capsule.png,0,0.8952513966480447,0.26283367556468173,,,0.9594972067039106,0.40143737166324434,,
TRAIN,gs://research-pill/dataset_numbers/images/0736capsule.png,0,0.8337988826815642,0.6078028747433265,,,0.9301675977653632,0.7197125256673511,,
TEST,gs://research-pill/dataset_numbers/images/0736capsule.png,0,0.0782122905027933,0.3213552361396304,,,0.1829608938547486,0.42915811088295686,,
TRAIN,gs://research-pill/dataset_numbers/images/0018rectangle.png,0,0.4525,0.11871508379888268,,,0.5325,0.26536312849162014,,
TEST,gs://research-pill/dataset_numbers/images/0018rectangle.png,0,0.3325,0.11173184357541899,,,0.42375,0.25558659217877094,,
TRAIN,gs://research-pill/dataset_numbers/images/0131oval.png,0,0.6258823529411764,0.1634078212290503,,,0.6976470588235294,0.32122905027932963,,
TEST,gs://research-pill/dataset_numbers/images/0131oval.png,0,0.5188235294117647,0.16620111731843576,,,0.5894117647058823,0.32821229050279327,,
